"","iata","airport","city","state","country","lat","long"
"2672","PRX","Cox ","Paris","TX","USA",33.63660667,-95.45073194
"2673","PSB","Mid-State","Philipsburg","PA","USA",40.88439139,-78.08734167
"2674","PSC","Tri-Cities","Pasco","WA","USA",46.26468028,-119.1190292
"2675","PSE","Mercedita","Ponce","PR","USA",18.00830278,-66.56301194
"2676","PSF","Pittsfield Municipal","Pittsfield","MA","USA",42.42684667,-73.29292806
"2677","PSG","James C. Johnson Petersburg","Petersburg","AK","USA",56.80165194,-132.9452781
"2678","PSK","New River Valley","Dublin","VA","USA",37.13734528,-80.67848167
"2679","PSM","Pease International Tradeport","Portsmouth","NH","USA",43.07795889,-70.82327333
"2680","PSN","Palestine Municipal","Palestine","TX","USA",31.77969444,-95.70630556
"2681","PSP","Palm Springs International","Palm Springs","CA","USA",33.82921556,-116.5062531
"2682","PSX","Palacios Municipal","Palacios","TX","USA",28.72751778,-96.2509675
"2683","PTB","Dinwiddie County","Petersburg","VA","USA",37.18375833,-77.50738889
"2684","PTD","Potsdam Muni-Damon ","Potsdam","NY","USA",44.67666917,-74.94844639
"2685","PTH","Port Heiden","Port Heiden","AK","USA",56.95943333,-158.6318208
"2686","PTK","Oakland-Pontiac","Pontiac","MI","USA",42.66520389,-83.41870917
"2687","PTN","Harry P. Williams Memorial","Patterson","LA","USA",29.71081917,-91.33971778
"2688","PTS","Atkinson Municipal","Pittsburg","KS","USA",37.44855556,-94.73133333
"2689","PTT","Pratt Industrial","Pratt","KS","USA",37.7000175,-98.7462025
"2690","PTU","Platinum","Platinum","AK","USA",59.01135611,-161.8196661
"2691","PTV","Porterville Municipal","Porterville","CA","USA",36.02960778,-119.0627311
"2692","PTW","Pottstown Limerick","Pottstown","PA","USA",40.23957167,-75.55662528
"2693","PUB","Pueblo Memorial","Pueblo","CO","USA",38.28908722,-104.4965722
"2694","PUC","Carbon County","Price","UT","USA",39.61391556,-110.7514183
"2695","PUW","Pullman/Moscow Regional","Pullman/Moscow,ID","WA","USA",46.74386111,-117.1095833
"2696","PVB","Platteville Municipal","Platteville","WI","USA",42.68935583,-90.44439278
"2697","PVC","Provincetown Municipal","Provincetown","MA","USA",42.07199833,-70.22137667
"2698","PVD","Theodore F Green State","Providence","RI","USA",41.72399917,-71.42822111
"2699","PVF","Placerville","Placerville","CA","USA",38.72421806,-120.753325
"2700","PVG","Hampton Roads Executive","Portsmouth","VA","USA",36.78014889,-76.44883472
"2701","PVJ","Pauls Valley Municipal","Pauls Valley","OK","USA",34.71105361,-97.22321694
"2702","PVU","Provo Muni","Provo","UT","USA",40.21919444,-111.7233611
"2703","PVW","Hale County","Plainview","TX","USA",34.16814722,-101.7173361
"2704","PWA","Wiley Post","Oklahoma City","OK","USA",35.53455,-97.64721556
"2705","PWC","Pine River Regional","Pine River","MN","USA",46.7247875,-94.3817
"2706","PWD","Sher-Wood","Plentywood","MT","USA",48.79030583,-104.533845
"2707","PWG","McGregor Exectuive ","Waco","TX","USA",31.48491667,-97.31652778
"2708","PWK","Palwaukee","Chicago/Wheeling/Prospect Heights","IL","USA",42.11418083,-87.90148083
"2709","PWM","Portland International Jetport","Portland","ME","USA",43.64616667,-70.30875
"2710","PWT","Bremerton National","Bremerton","WA","USA",47.49275361,-122.7624286
"2711","PXE","Perry-Houston Couty","Perry","GA","USA",32.51058333,-83.76733333
"2712","PYG","Pageland","Pageland","SC","USA",34.74213889,-80.34519444
"2713","PYM","Plymouth Municipal","Plymouth","MA","USA",41.90902444,-70.72878778
"2714","PYX","Perryton Ochiltree County","Perryton","TX","USA",36.41200333,-100.7517883
"2715","PZQ","Presque Isle County","Rogers City","MI","USA",45.40709667,-83.81288556
"2716","Q00","Littlefield Municipal","Littlefield","TX","USA",33.92395306,-102.3866831
"2717","Q06","City of Tulia/Swisher County Municipal","Tulia","TX","USA",34.56682472,-101.7814611
"2718","Q14","San Juan Pueblo","Espanola","NM","USA",36.02502306,-106.0464114
"2719","Q16","Reserve","Reserve","NM","USA",33.70005472,-108.8506214
"2720","Q17","Boonville","Boonville","CA","USA",39.0126775,-123.3827864
"2721","Q21","Brownsville","Brownsville","CA","USA",39.45544417,-121.2913511
"2722","Q24","Levelland Municipal","Levelland","TX","USA",33.54980833,-102.3727333
"2723","Q25","Dinsmore","Dinsmore","CA","USA",40.49291944,-123.5997589
"2724","Q26","Terry County","Brownfield","TX","USA",33.173675,-102.1926208
"2725","Q31","Sequoia ","Visalia","CA","USA",36.44856139,-119.3190056
"2726","Q34","Portales Municipal","Portales","NM","USA",34.14547222,-103.4103333
"2727","Q35","Springerville Babbitt ","Springerville","AZ","USA",34.1286575,-109.3114756
"2728","Q37","Carrizozo Municipal","Carrizozo","NM","USA",33.64886139,-105.895685
"2729","Q41","Floydada Municipal","Floydada","TX","USA",34.00230056,-101.330435
"2730","Q42","Springer Municipal","Springer","NM","USA",36.32697806,-104.6197117
"2731","Q44","Beaver Municipal","Beaver","OK","USA",36.79891472,-100.5298708
"2732","Q49","Firebaugh","Firebaugh","CA","USA",36.85998861,-120.4644675
"2733","Q53","Franklin ","Franklin","CA","USA",38.30491306,-121.4296736
"2734","Q55","Dimmitt Municipal","Dimmitt","TX","USA",34.56673556,-102.3226947
"2735","Q58","Santa Rosa Municipal","Santa Rosa","NM","USA",34.93442472,-104.643065
"2736","Q61","Georgetown","Georgetown","CA","USA",38.92111389,-120.8647944
"2737","Q68","Pine Mountain Lake","Groveland","CA","USA",37.86166667,-120.1778889
"2738","Q72","Hayfork","Hayfork","CA","USA",40.54708833,-123.1816953
"2739","Q84","Mendota","Mendota","CA","USA",36.75800528,-120.3712794
"2740","Q88","Paradise Skypark","Paradise","CA","USA",39.70960639,-121.6163617
"2741","Q94","Rio Linda","Rio Linda","CA","USA",38.67601389,-121.4455092
"2742","Q95","Ruth","Ruth","CA","USA",40.21125917,-123.2975231
"2743","Q99","South County  of Santa Clara Co","San Martin","CA","USA",37.08158611,-121.5968056
"2744","RAC","John H Batten ","Racine","WI","USA",42.76119139,-87.81389806
"2745","RAL","Riverside Municipal","Riverside","CA","USA",33.95187528,-117.4451017
"2746","RAP","Rapid City Regional","Rapid City","SD","USA",44.04532139,-103.0573708
"2747","RBD","Redbird","Dallas","TX","USA",32.68086111,-96.86819444
"2748","RBE","Bassett Municipal","Bassett","NE","USA",42.56966667,-99.56836111
"2749","RBG","Roseburg Regional","Roseburg","OR","USA",43.23878306,-123.3558617
"2750","RBL","Red Bluff Municipal","Red Bluff","CA","USA",40.15065667,-122.2522903
"2751","RBW","Walterboro Municipal","Walterboro","SC","USA",32.92052778,-80.64125
"2752","RBY","Ruby","Ruby","AK","USA",64.72721556,-155.4698886
"2753","RCA","Ellsworth AFB",NA,NA,"USA",44.145094,-103.103567
"2754","RCR","Fulton County","Rochester","IN","USA",41.06554833,-86.18170444
"2755","RCX","Rusk County","Ladysmith","WI","USA",45.49825694,-91.00186361
"2756","RDD","Redding Municipal","Redding","CA","USA",40.50898361,-122.2934019
"2757","RDG","Reading Muni,Gen Carl A Spaatz","Reading","PA","USA",40.3785,-75.96525
"2758","RDK","Red Oak Municipal","Red Oak","IA","USA",41.01052778,-95.25986111
"2759","RDM","Roberts ","Redmond","OR","USA",44.25406722,-121.1499633
"2760","RDR","Grand Forks AFB",NA,NA,"USA",47.961167,-97.401167
"2761","RDU","Raleigh-Durham International","Raleigh","NC","USA",35.87763889,-78.78747222
"2762","RDV","Red Devil","Red Devil","AK","USA",61.78764333,-157.3479344
"2763","RED","Red Lodge","Red Lodge","MT","USA",45.18744472,-109.2673778
"2764","RFD","Greater Rockford","Rockford","IL","USA",42.19536389,-89.09721111
"2765","RFG","Refugio-Rooke ","Refugio","TX","USA",28.29361694,-97.32304833
"2766","RGK","Red Wing Municipal","Red Wing","MN","USA",44.58935611,-92.48496889
"2767","RHI","Rhinelander-Oneida County","Rhinelander","WI","USA",45.63119306,-89.46745361
"2768","RHV","Reid-Hillview of Santa Clara Co","San Jose","CA","USA",37.33287306,-121.8197947
"2769","RIC","Richmond International","Richmond","VA","USA",37.50516667,-77.31966667
"2770","RID","Richmond Municipal","Richmond","IN","USA",39.75721528,-84.84282
"2771","RIF","Richfield Muni","Richfield","UT","USA",38.73643611,-112.0989444
"2772","RIL","Garfield County Regional","Rifle","CO","USA",39.526315,-107.7269403
"2773","RIU","Rancho Murieta","Rancho Murieta","CA","USA",38.4887975,-121.1024447
"2774","RIV","March ","Riverside","CA","USA",33.88057333,-117.2594836
"2775","RIW","Riverton Regional","Riverton","WY","USA",43.064235,-108.4598411
"2776","RKD","Knox County Regional","Rockland","ME","USA",44.06008333,-69.09925
"2777","RKP","Aransas County","Rockport","TX","USA",28.08677778,-97.04461111
"2778","RKR","Robert S Kerr","Poteau","OK","USA",35.02162639,-94.6212525
"2779","RKS","Rock Springs-Sweetwater County","Rock Springs","WY","USA",41.5942175,-109.0651928
"2780","RKW","Rockwood Municipal","Rockwood","TN","USA",35.922295,-84.68966278
"2781","RLD","Richland","Richland","WA","USA",46.305635,-119.3041853
"2782","RME","Griffis Airpark","Rome","NY","USA",43.23379861,-75.40703333
"2783","RMG","Richard B Russell","Rome","GA","USA",34.35060111,-85.15801389
"2784","RMP","Rampart","Rampart","AK","USA",65.50786222,-150.1428047
"2785","RMY","Brooks ","Marshall","MI","USA",42.25118111,-84.9554525
"2786","RNC","Warren County Memorial","McMinnville","TN","USA",35.69870944,-85.84381722
"2787","RNH","New Richmond Municipal","New Richmond","WI","USA",45.14831139,-92.53806139
"2788","RNM","Ramona","Ramona","CA","USA",33.038905,-116.9136392
"2789","RNO","Reno/Tahoe International","Reno","NV","USA",39.49857611,-119.7680647
"2790","RNT","Renton Municipal","Renton","WA","USA",47.49313889,-122.21575
"2791","RNV","Cleveland Municipal","Cleveland","MS","USA",33.76114056,-90.75787528
"2792","ROA","Roanoke Regional/ Woodrum ","Roanoke","VA","USA",37.32546833,-79.97542833
"2793","ROC","Greater Rochester Int'l","Rochester","NY","USA",43.11886611,-77.67238389
"2794","ROG","Rogers Municipal-Carter ","Rogers","AR","USA",36.37229667,-94.10686972
"2797","ROS","Rush City Regional","Rush City","MN","USA",45.69801389,-92.95298972
"2798","ROW","Roswell Industrial Air Center","Roswell","NM","USA",33.30155556,-104.5305556
"2799","ROX","Roseau Municipal","Roseau","MN","USA",48.85603806,-95.69703861
"2800","RPB","Belleville Municipal","Belleville","KS","USA",39.81790861,-97.659625
"2801","RPD","Rice Lake Regional-Carl's ","Rice Lake","WI","USA",45.41809056,-91.77365194
"2802","RPX","Roundup","Roundup","MT","USA",46.47357528,-108.5576333
"2803","RQB","Roben-Hood","Big Rapids","MI","USA",43.72263278,-85.50407333
"2804","RQE","Window Rock","Window Rock","AZ","USA",35.65205556,-109.0673889
"2805","RRL","Merrill Municipal","Merrill","WI","USA",45.19927083,-89.71143389
"2806","RRT","Warroad Intl Swede Carlson ","Warroad","MN","USA",48.94138889,-95.34838889
"2807","RSH","Russian Mission","Russian Mission","AK","USA",61.77967583,-161.3194772
"2808","RSL","Russell Municipal","Russell","KS","USA",38.87212222,-98.81177611
"2809","RSN","Ruston Regional","Ruston","LA","USA",32.51444444,-92.58833333
"2810","RST","Rochester International","Rochester","MN","USA",43.90882639,-92.49798722
"2811","RSV","Robinson Municipal","Robinson","IL","USA",39.01604222,-87.649775
"2812","RSW","Southwest Florida International","Ft. Myers","FL","USA",26.53616667,-81.75516667
"2813","RTN","Raton Municipal/Crews ","Raton","NM","USA",36.74152778,-104.5021833
"2814","RUE","Russellville Municipal","Russellville","AR","USA",35.25914667,-93.09326611
"2815","RUG","Rugby Municipal","Rugby","ND","USA",48.39035917,-100.0242739
"2816","RUQ","Rowan County","Salisbury","NC","USA",35.64588583,-80.52029306
"2817","RUT","Rutland State","Rutland","VT","USA",43.52990694,-72.949615
"2818","RVJ","Reidsville","Reidsville","GA","USA",32.05897222,-82.15172222
"2819","RVL","Mifflin Cty","Reedsville","PA","USA",40.67737417,-77.62682833
"2820","RVN","Hawkins County","Rogersville","TN","USA",36.45757917,-82.88503722
"2821","RVS","Richard Lloyd Jones, Jr.","Tulsa","OK","USA",36.0396275,-95.984635
"2822","RWF","Redwood Falls Muni","Redwood Falls","MN","USA",44.54720389,-95.082255
"2823","RWI","Rocky Mount Wilson","Rocky Mount","NC","USA",35.85498861,-77.89295611
"2824","RWL","Rawlins Muni","Rawlins","WY","USA",41.8055975,-107.19994
"2825","RWN","Arens ","Winamac","IN","USA",41.09226306,-86.61287111
"2826","RXE","Rexburg-Madison County","Rexburg","ID","USA",43.83391139,-111.805105
"2827","RYN","Ryan ","Tucson","AZ","USA",32.14308333,-111.1728611
"2828","RYV","Watertown Municipal","Watertown","WI","USA",43.16963222,-88.72321222
"2829","RYY","Cobb County-McCollum ","Marietta","GA","USA",34.01315611,-84.59854472
"2830","RZL","Jasper County","Rensselaer","IN","USA",40.94789861,-87.18257944
"2831","RZN","Burnett County","Siren","WI","USA",45.8227275,-92.37250083
"2832","RZT","Ross County","Chillicothe","OH","USA",39.44136778,-83.02251556
"2833","RZZ","Halifax County","Roanoke Rapids","NC","USA",36.43945583,-77.70934139
"2834","S01","Conrad","Conrad","MT","USA",48.16863889,-111.9764722
"2835","S03","Ashland Muni-Sumner Parker ","Ashland","OR","USA",42.19028361,-122.6606283
"2836","S05","Bandon State","Bandon","OR","USA",43.08733083,-124.4095578
"2837","S07","Bend Muni","Bend","OR","USA",44.09483333,-121.2006389
"2838","S10","Chelan Muni","Chelan","WA","USA",47.86597139,-119.9427053
"2839","S12","Albany Municipal","Albany","OR","USA",44.63781639,-123.0594486
"2840","S18","Forks","Forks","WA","USA",47.94146583,-124.3929867
"2841","S21","Sunriver","Sunriver","OR","USA",43.87633333,-121.4530556
"2842","S23","Ione Municipal","Ione","WA","USA",48.70727528,-117.4126036
"2843","S24","Sandusky Co","Fremont","OH","USA",41.29570556,-83.03723056
"2844","S25","Watford City Municipal","Watford City","ND","USA",47.79569972,-103.2536992
"2845","S27","Kalispell City","Kalispell","MT","USA",48.17856944,-114.3037408
"2846","S28","International Peace Garden","Dunseith","ND","USA",48.99778194,-100.0434589
"2847","S30","Lebanon State","Lebanon","OR","USA",44.529845,-122.9295336
"2848","S31","Lopez Island","Lopez","WA","USA",48.48259944,-122.9368444
"2849","S32","Cooperstown Municipal","Cooperstown","ND","USA",47.42277361,-98.10587139
"2850","S33","City-County","Madras","OR","USA",44.66623139,-121.1631
"2851","S34","Plains","Plains","MT","USA",47.47243611,-114.900135
"2852","S39","Prineville","Prineville","OR","USA",44.28699389,-120.9038328
"2853","S40","Prosser","Prosser","WA","USA",46.212355,-119.7928122
"2854","S43","Harvey ","Snohomish","WA","USA",47.90815306,-122.1054072
"2855","S45","Siletz Bay State","Siletz Bay (Gleneden Beach)","OR","USA",44.87761139,-124.0284472
"2856","S47","Tillamook","Tillamook","OR","USA",45.41824194,-123.8143839
"2857","S50","Auburn Municipal","Auburn","WA","USA",47.32815583,-122.2265092
"2858","S52","Methow Valley State","Winthrop","WA","USA",48.42070056,-120.1470264
"2859","S59","Libby","Libby","MT","USA",48.28384528,-115.4902453
"2860","S60","Kenmore Air Harbor Inc","Kenmore","WA","USA",47.75482,-122.2592931
"2861","S64","Stanford","Stanford","MT","USA",47.14718944,-110.2299289
"2862","S66","Homedale Municipal","Homedale","ID","USA",43.61488056,-116.9215372
"2863","S67","Nampa Muni","Nampa","ID","USA",43.58133333,-116.5230556
"2864","S68","Orofino Municipal","Orofino","ID","USA",46.49129139,-116.2768061
"2865","S69","Lincoln","Lincoln","MT","USA",46.97494083,-112.6447606
"2866","S70","Othello Muni","Othello","WA","USA",46.79486278,-119.0802875
"2867","S71","Edgar G Obie","Chinook","MT","USA",48.59194444,-109.2488889
"2868","S72","St Maries Municipal","St Maries","ID","USA",47.32768722,-116.5773906
"2869","S73","Kamiah Municipal","Kamiah","ID","USA",46.21934028,-116.0134736
"2870","S80","Idaho County","Grangeville","ID","USA",45.94255806,-116.1234158
"2871","S83","Shoshone County","Kellogg","ID","USA",47.54769889,-116.1885008
"2872","S85","Big Sky ","Culbertson","MT","USA",48.15333333,-104.5038889
"2873","S87","Weiser Municipal","Weiser","ID","USA",44.20683056,-116.9623869
"2874","S89","Craigmont Municipal","Craigmont","ID","USA",46.24710917,-116.4801447
"2875","S93","Cle Elum Municipal","Cle Elum","WA","USA",47.18317583,-120.884525
"2876","S94","Whitman County Memorial","Colfax","WA","USA",46.8584975,-117.4137964
"2877","S97","Anderson ","Brewster","WA","USA",48.10486806,-119.7206128
"2878","SAA","Shively ","Saratoga","WY","USA",41.44485944,-106.8235264
"2879","SAC","Sacramento Executive","Sacramento","CA","USA",38.51252389,-121.4934689
"2880","SAD","Safford Regional","Safford","AZ","USA",32.85331278,-109.6349708
"2881","SAF","Santa Fe Municipal","Santa Fe","NM","USA",35.61677778,-106.0881389
"2882","SAN","San Diego International-Lindbergh ","San Diego","CA","USA",32.73355611,-117.1896567
"2883","SAR","Sparta Community-Hunter ","Sparta","IL","USA",38.14893833,-89.69870972
"2884","SAT","San Antonio International","San Antonio","TX","USA",29.53369444,-98.46977778
"2885","SAV","Savannah International","Savannah","GA","USA",32.12758333,-81.20213889
"2886","SAW","Sawyer","Gwinn","MI","USA",46.35361111,-87.39583222
"2887","SAZ","Staples Municipal","Staples","MN","USA",46.38087944,-94.80660167
"2888","SBA","Santa Barbara Municipal","Santa Barbara","CA","USA",34.42621194,-119.8403733
"2889","SBD","San Bernardino International","San Bernardino","CA","USA",34.09535361,-117.2348742
"2890","SBM","Sheboygan County Memorial","Sheboygan","WI","USA",43.76949444,-87.85158944
"2891","SBN","South Bend Regional","South Bend","IN","USA",41.70895361,-86.31847417
"2892","SBO","Emanuel County","Swainsboro","GA","USA",32.60825,-82.36869444
"2893","SBP","San Luis Obispo Co-McChesney ","San Luis Obispo","CA","USA",35.23705806,-120.6423931
"2894","SBS","Steamboat Springs","Steamboat Springs","CO","USA",40.51625944,-106.8663006
"2895","SBU","Blue Earth Municipal","Blue Earth","MN","USA",43.59534389,-94.09284833
"2896","SBX","Shelby","Shelby","MT","USA",48.54125278,-111.8720722
"2897","SBY","Salisbury-Ocean City: Wicomico Regional","Salisbury","MD","USA",38.34052611,-75.51028806
"2898","SCB","Scribner State","Scribner","NE","USA",41.61033333,-96.62986111
"2899","SCC","Deadhorse","Deadhorse","AK","USA",70.19475583,-148.4651608
"2900","SCD","Merkel Field Sylacauga Municipal ","Sylacauga","AL","USA",33.17183583,-86.30553778
"2901","SCE","University Park",NA,NA,"USA",40.851206,-77.846302
"2902","SCH","Schenectady Cty","Schenectady","NY","USA",42.85245556,-73.9288675
"2903","SCK","Stockton Metro","Stockton","CA","USA",37.89426694,-121.2386203
"2904","SCM","Scammon Bay","Scammon Bay","AK","USA",61.84454111,-165.5737492
"2905","SCX","Scott Municipal","Oneida","TN","USA",36.45569444,-84.58575
"2906","SD07","Bison Municipal","Bison","SD","USA",45.51859778,-102.4671042
"2907","SD10","Canton Municipal","Canton","SD","USA",43.30888889,-96.571
"2908","SD12","Wilder","De Smet","SD","USA",44.43080278,-97.56118861
"2909","SD16","Eureka Municipal","Eureka","SD","USA",45.79998111,-99.6420625
"2910","SD18","Flandreau Municipal","Flandreau","SD","USA",44.00386056,-96.59310139
"2911","SD22","Hoven Municipal","Hoven","SD","USA",45.25755861,-99.79783944
"2912","SD28","McLaughlin Municipal","McLaughlin","SD","USA",45.79680833,-100.7842503
"2913","SD32","Murdo Municipal","Murdo","SD","USA",43.85165639,-100.7120811
"2914","SD33","Parkston Municipal","Parkston","SD","USA",43.37915361,-97.97118278
"2915","SD34","Presho Municipal ","Presho","SD","USA",43.90637833,-100.0370669
"2916","SDA","Shenandoah Municipal","Shenandoah","IA","USA",40.75148167,-95.41347222
"2917","SDF","Louisville International-Standiford ","Louisville","KY","USA",38.17438889,-85.736
"2918","SDL","Scottsdale","Scottsdale","AZ","USA",33.622875,-111.9105333
"2919","SDM","Brown  Municipal","San Diego","CA","USA",32.57230556,-116.98025
"2920","SDP","Sand Point Municipal","Sand Point","AK","USA",55.31502778,-160.5176944
"2921","SDY","Sidney-Richland Municipal","Sidney","MT","USA",47.70685778,-104.1925544
"2922","SEA","Seattle-Tacoma Intl","Seattle","WA","USA",47.44898194,-122.3093131
"2923","SEE","Gillespie ","San Diego (El Cajon)","CA","USA",32.82623111,-116.9724497
"2924","SEF","Sebring  And Industrial Park","Sebring","FL","USA",27.45640278,-81.3424
"2925","SEG","Penn Valley","Selinsgrove","PA","USA",40.82052917,-76.86377611
"2926","SEM","Craig ","Selma","AL","USA",32.34394667,-86.98780333
"2927","SEP","Clark Field Municipal","Stephenville","TX","USA",32.21532333,-98.17766722
"2928","SER","Freeman Municipal","Seymour","IN","USA",38.92355361,-85.90736556
"2929","SET","St Charles County Smart ","St Charles","MO","USA",38.92969444,-90.42996111
"2930","SEZ","Sedona","Sedona","AZ","USA",34.84862889,-111.7884614
"2931","SFB","Orlando Sanford","Orlando","FL","USA",28.77764,-81.23748944
"2932","SFD","Bob Wiley ","Winner","SD","USA",43.39058278,-99.84256194
"2933","SFF","Felts ","Spokane","WA","USA",47.68281806,-117.3225583
"2934","SFM","Sanford Regional","Sanford","ME","USA",43.39386111,-70.70800028
"2935","SFO","San Francisco International","San Francisco","CA","USA",37.61900194,-122.3748433
"2936","SFQ","Suffolk Municipal","Suffolk","VA","USA",36.68235361,-76.60187333
"2937","SFY","Tri-Township ","Savanna","IL","USA",42.04581972,-90.10760056
"2938","SFZ","North Central State","Pawtucket","RI","USA",41.92076333,-71.49138139
"2939","SGF","Springfield-Branson Regional","Springfield","MO","USA",37.24432611,-93.38685806
"2940","SGH","Springfield-Beckley Municipal","Springfield","OH","USA",39.84028194,-83.84015056
"2941","SGJ","St. Augustine","St. Augustine","FL","USA",29.95925,-81.33975
"2942","SGR","Sugar Land Municipal/Hull ","Houston","TX","USA",29.62225306,-95.65652889
"2943","SGS","South St.Paul Municipal","South St Paul","MN","USA",44.85713278,-93.03285389
"2944","SGT","Stuttgart Municipal","Stuttgart","AR","USA",34.60054,-91.57457417
"2945","SGU","St George Muni","St George","UT","USA",37.09058333,-113.5930556
"2946","SGY","Skagway","Skagway","AK","USA",59.46006194,-135.3156636
"2947","SHD","Shenandoah Valley Regional","Staunton/Harrisonburg","VA","USA",38.26384333,-78.89643806
"2948","SHG","Shungnak","Shungnak","AK","USA",66.88916556,-157.1505119
"2949","SHH","Shishmaref","Shishmaref","AK","USA",66.24956861,-166.0895589
"2950","SHL","Sheldon Municipal","Sheldon","IA","USA",43.20839361,-95.83343306
"2951","SHN","Sanderson ","Shelton","WA","USA",47.23355556,-123.1475556
"2952","SHR","Sheridan County","Sheridan","WY","USA",44.76919556,-106.9802794
"2953","SHV","Shreveport Regional","Shreveport","LA","USA",32.4466275,-93.82559833
"2954","SHX","Shageluk","Shageluk","AK","USA",62.69511944,-159.5690614
"2955","SIG","Fernando Luis Ribas Dominicci","San Juan","PR","USA",18.45675,-66.09883333
"2956","SIK","Sikeston Memorial Municipal","Sikeston","MO","USA",36.89888889,-89.56175
"2957","SIT","Sitka","Sitka","AK","USA",57.04713806,-135.3615983
"2958","SIV","Sullivan County","Sullivan","IN","USA",39.1147125,-87.44832917
"2959","SIY","Siskiyou County","Montague","CA","USA",41.78144167,-122.4681094
"2960","SJC","San Jose International","San Jose","CA","USA",37.36186194,-121.9290089
"2961","SJN","St Johns Industrial Air Park","St Johns","AZ","USA",34.51855556,-109.37875
"2962","SJT","San Angelo Regional /Mathis ","San Angelo","TX","USA",31.35775,-100.4963056
"2963","SJU","Luis Munoz Marin International","San Juan","PR","USA",18.43941667,-66.00183333
"2964","SJX","Beaver Island","St James","MI","USA",45.69227778,-85.56630556
"2965","SKA","Fairchild AFB",NA,NA,"USA",47.615058,-117.655803
"2966","SKI","Sac City Municipal","Sac City","IA","USA",42.37908333,-94.97958333
"2967","SKW","Skwentna","Skwentna","AK","USA",61.965295,-151.1913661
"2968","SKX","Taos Municipal","Taos","NM","USA",36.45819,-105.6724289
"2969","SLB","Storm Lake Municipal","Storm Lake","IA","USA",42.59719444,-95.24066667
"2970","SLC","Salt Lake City Intl","Salt Lake City","UT","USA",40.78838778,-111.9777731
"2971","SLE","McNary Fld","Salem","OR","USA",44.90952778,-123.0025
"2972","SLG","Smith ","Siloam Springs","AR","USA",36.19060778,-94.49088306
"2973","SLK","Adirondack","Saranac Lake","NY","USA",44.38531,-74.20618472
"2974","SLN","Salina Municipal","Salina","KS","USA",38.7914825,-97.65060333
"2975","SLO","Salem-Leckrone","Salem","IL","USA",38.64287222,-88.96418528
"2976","SLQ","Sleetmute","Sleetmute","AK","USA",61.70931139,-157.1557008
"2977","SLR","Sulphur Springs Municipal","Sulphur Springs","TX","USA",33.15983333,-95.62113889
"2978","SMD","Smith ","Fort Wayne","IN","USA",41.14335389,-85.15277694
"2979","SME","Somerset-Pulaski County","Somerset","KY","USA",37.05419722,-84.61494139
"2980","SMF","Sacramento International","Sacramento","CA","USA",38.69542167,-121.5907669
"2981","SMN","Lemhi County","Salmon","ID","USA",45.12047778,-113.8820103
"2982","SMO","Santa Monica Municipal","Santa Monica","CA","USA",34.01582194,-118.4512961
"2983","SMQ","Somerset ","Somerville","NJ","USA",40.62599083,-74.67024333
"2984","SMS","Sumter Municipal","Sumter","SC","USA",33.99569444,-80.3615
"2985","SMX","Santa Maria Pub/Capt G Allan Hancock ","Santa Maria","CA","USA",34.89924833,-120.4575825
"2986","SNA","John Wayne /Orange Co","Santa Ana","CA","USA",33.67565861,-117.8682225
"2987","SNH","Savannah Hardin County","Savannah","TN","USA",35.17036,-88.21587
"2988","SNK","Winston ","Snyder","TX","USA",32.69338667,-100.9504525
"2989","SNL","Shawnee Municipal","Shawnee","OK","USA",35.35730333,-96.94282833
"2990","SNP","St. Paul","St. Paul","AK","USA",57.16733333,-170.2204444
"2991","SNS","Salinas Municipal","Salinas","CA","USA",36.66279222,-121.6063603
"2992","SNY","Sidney Municipal","Sidney","NE","USA",41.10133333,-102.9852778
"2993","SOP","Moore County","Pinehurst/Southern Pines","NC","USA",35.23735278,-79.39116944
"2994","SOV","Seldovia","Seldovia","AK","USA",59.44243917,-151.7040503
"2995","SOW","Show Low Municipal","Show Low","AZ","USA",34.26527194,-110.0054075
"2996","SPA","Spartanburg Downtown Memorial","Spartanburg","SC","USA",34.91572222,-81.9565
"2997","SPB","Scappoose Industrial Airpark","Scappoose","OR","USA",45.77250444,-122.8623611
"2998","SPF","Black Hills-Clyde Ice ","Spearfish","SD","USA",44.48022222,-103.7768889
"2999","SPG","Albert Whitted Municipal ","St. Petersburg","FL","USA",27.76511111,-82.62697222
"3000","SPH","Springhill","Springhill","LA","USA",32.98316472,-93.41081028
"3001","SPI","Capital","Springfield","IL","USA",39.84395194,-89.67761861
"3003","SPS","Sheppard AFB/Wichita Falls Municipal","Wichita Falls","TX","USA",33.98879611,-98.49189333
"3004","SPW","Spencer Municipal","Spencer","IA","USA",43.16552778,-95.20280556
"3005","SPX","Houston-Gulf","Houston","TX","USA",29.50836111,-95.05133333
"3006","SQI","Whiteside Co ","Sterling Rockfalls","IL","USA",41.74284139,-89.67629028
"3007","SQL","San Carlos","San Carlos","CA","USA",37.511855,-122.2495236
"3008","SRB","Upper Cumberland Regional","Sparta","TN","USA",36.05593278,-85.5307475
"3009","SRC","Searcy Municipal","Searcy","AR","USA",35.21194639,-91.737165
"3010","SRQ","Sarasota Bradenton International","Sarasota","FL","USA",27.39533333,-82.55411111
"3011","SRR","Sierra Blanca Regional","Ruidoso","NM","USA",33.46285,-105.5347508
"3012","SRV","Stony River 2","Stony River","AK","USA",61.789875,-156.5881861
